datum,bodovi,link
"Vrijeme početka: četvrtak, 16. siječnja 2020. u 20,00","1. set: 23:25
     2. set: 19:25
     3. set: 25:23
     4. set: 23:25
     ukupno: 90:98",OK SISAK – OK MEDICINAR TRNJE
otkazano,"1. set: 25:21
     2. set: 25:18
     3. set: 25:18
     ukupno: 75:57",OK SPLIT – OK KITRO VARAŽDIN
otkazano,"1. set: 25:21
     2. set: 25:23
     3. set: 14:25
     4. set: 26:28
     5. set: 15:13
     ukupno: 105:110",MOK MARSONIA – OKM CENTROMETAL
"Vrijeme početka: subota, 18. siječnja 2020. u 19,30","1. set: 25:23
     2. set: 25:23
     3. set: 27:25
     ukupno: 77:71",MOK MURSA - OSIJEK – MOK RIJEKA
"Vrijeme početka: subota, 1. veljače 2020. u 19,00","1. set: 24:26
     2. set: 25:18
     3. set: 25:20
     4. set: 25:27
     5. set: 13:15
     ukupno: 112:106",OK SISAK – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 22. veljače 2020. u 17,00","1. set: 25:18
     2. set: 25:22
     3. set: 25:20
     ukupno: 75:60",MOK MURSA - OSIJEK – OK ROVINJ
otkazano,"1. set: 25:19
     2. set: 25:22
     3. set: 24:26
     4. set: 27:29
     5. set: 10:15
     ukupno: 111:111",OK ZADAR – MOK MARSONIA
otkazano,"Natjecanje:  SUPERLIGA – 3. SKUPINA (II. DIO) – seniori (2019./2020.),  6. kolo",OKM CENTROMETAL – OK ZADAR
"Vrijeme početka: subota, 26. listopada 2019. u 17,00","1. set: 20:25
     2. set: 21:25
     3. set: 14:25
     ukupno: 55:75",OK SPLIT – MOK RIJEKA
otkazano,"Natjecanje:  SUPERLIGA – 3. SKUPINA (II. DIO) – seniori (2019./2020.),  5. kolo",OK ZADAR – MOK MARSONIA
"Vrijeme početka: subota, 12. listopada 2019. u 17,00","1. set: 25:23
     2. set: 12:25
     3. set: 25:16
     4. set: 26:24
     ukupno: 88:88",OK ZADAR – OK KITRO VARAŽDIN
"Vrijeme početka: subota, 12. listopada 2019. u 18,00","1. set: 14:25
     2. set: 25:21
     3. set: 25:16
     4. set: 12:25
     5. set: 10:15
     ukupno: 86:102",OK SPLIT – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 21. prosinca 2019. u 20,00","1. set: 24:26
     2. set: 19:25
     3. set: 14:25
     ukupno: 57:76",OK MEDICINAR TRNJE – MOK RIJEKA
Boja dresova domaćina: CRNA,"Natjecanje:  SUPERLIGA – 2. SKUPINA (II. DIO) – seniori (2019./2020.),  3. kolo",OK SPLIT – OK SISAK
"Vrijeme početka: subota, 8. veljače 2020. u 20,15","1. set: 20:25
     2. set: 25:23
     3. set: 25:12
     4. set: 25:13
     ukupno: 95:73",OK MEDICINAR TRNJE – OK ROVINJ
"Vrijeme početka: subota, 2. studenog 2019. u 19,00","1. set: 25:22
     2. set: 25:14
     3. set: 26:24
     ukupno: 76:60",MOK MARSONIA – OK ROVINJ
"Vrijeme početka: subota, 18. siječnja 2020. u 18,00","1. set: 25:20
     2. set: 21:25
     3. set: 19:25
     4. set: 22:25
     ukupno: 87:95",OKM CENTROMETAL – OK KITRO VARAŽDIN
Boja dresova domaćina: CRVENO CRNA,"Natjecanje:  SUPERLIGA – 2. SKUPINA (II. DIO) – seniori (2019./2020.),  3. kolo",OK KITRO VARAŽDIN  – OK MEDICINAR TRNJE
"Vrijeme početka: subota, 7. prosinca 2019. u 18,00","1. set: 25:13
     2. set: 25:15
     3. set: 25:17
     ukupno: 75:45",OKM CENTROMETAL – OK ROVINJ
"Vrijeme početka: petak, 20. prosinca 2019. u 18,00","1. set: 25:23
     2. set: 25:18
     3. set: 25:22
     ukupno: 75:63",MOK MARSONIA – OK ZADAR
"Vrijeme početka: subota, 19. listopada 2019. u 17,00","1. set: 18:25
     2. set: 18:25
     3. set: 25:21
     4. set: 16:25
     ukupno: 77:96",OK KITRO VARAŽDIN  – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 7. ožujka 2020. u 16,00","1. set: 25:20
     2. set: 25:21
     3. set: 23:25
     4. set: 25:18
     ukupno: 98:84",OK SISAK – OK KITRO VARAŽDIN
"Vrijeme početka: subota, 29. veljače 2020. u 14,15","1. set: 23:25
     2. set: 20:25
     3. set: 27:25
     4. set: 20:25
     ukupno: 90:100",OK MEDICINAR TRNJE – MOK MURSA - OSIJEK
otkazano,"Natjecanje:  SUPERLIGA – 3. SKUPINA (II. DIO) – seniori (2019./2020.),  4. kolo",OK ROVINJ – OK ZADAR
"Vrijeme početka: subota, 8. veljače 2020. u 18,30","1. set: 25:15
     2. set: 15:25
     3. set: 25:21
     4. set: 25:16
     ukupno: 90:77",MOK RIJEKA – OK KITRO VARAŽDIN
otkazano,"Natjecanje:  SUPERLIGA – 3. SKUPINA (II. DIO) – seniori (2019./2020.),  6. kolo",MOK MARSONIA – OK ROVINJ
otkazano,"Natjecanje:  SUPERLIGA – 3. SKUPINA (II. DIO) – seniori (2019./2020.),  3. kolo",OKM CENTROMETAL – MOK MARSONIA
"Vrijeme početka: subota, 7. ožujka 2020. u 19,00","1. set: 18:25
     2. set: 25:17
     3. set: 25:21
     4. set: 25:21
     ukupno: 93:84",OKM CENTROMETAL – OK ROVINJ
"Vrijeme početka: utorak, 10. ožujka 2020. u 20,00","1. set: 24:26
     2. set: 13:25
     3. set: 16:25
     ukupno: 53:76",MOK MURSA - OSIJEK – OK MLADOST RIBOLA KAŠTELA
"Vrijeme početka: nedjelja, 3. studenog 2019. u 16,00","1. set: 25:18
     2. set: 25:20
     3. set: 25:19
     ukupno: 75:57",OK KITRO VARAŽDIN  – OKM CENTROMETAL
"Vrijeme početka: subota, 29. veljače 2020. u 19,00","1. set: 20:25
     2. set: 9:25
     3. set: 16:25
     ukupno: 45:75",OK ROVINJ – OKM CENTROMETAL
"Vrijeme početka: nedjelja, 1. ožujka 2020. u 15,00","1. set: 23:25
     2. set: 18:25
     3. set: 17:25
     ukupno: 58:75",OK ZADAR – OK SISAK
"Vrijeme početka: subota, 17. listopada 2020. u 19,15","1. set: 16:25
     2. set: 30:28
     3. set: 25:19
     4. set: 25:17
     ukupno: 96:89",OK RIBOLA KAŠTELA – OK ROVINJ
"Vrijeme početka: subota, 10. listopada 2020. u 19,00","1. set: 15:25
     2. set: 24:26
     3. set: 25:23
     4. set: 25:23
     5. set: 15:12
     ukupno: 104:109",OK ZADAR – OK SISAK
"Vrijeme početka: nedjelja, 14. ožujka 2021. u 16,00","1. set: 24:26
     2. set: 25:13
     3. set: 23:25
     4. set: 23:25
     ukupno: 95:89",OK KITRO VARAŽDIN  – OK ROVINJ
"Vrijeme početka: subota, 20. veljače 2021. u 20,00","1. set: 25:15
     2. set: 25:14
     3. set: 25:22
     ukupno: 75:51",OK KITRO VARAŽDIN  – MOK MARSONIA
"Vrijeme početka: subota, 3. travnja 2021. u 17,00","1. set: 30:28
     2. set: 25:23
     3. set: 25:20
     ukupno: 80:71",OK SPLIT – OKM CENTROMETAL
"Vrijeme početka: subota, 6. ožujka 2021. u 18,00","1. set: 25:15
     2. set: 25:21
     3. set: 25:23
     ukupno: 75:59",OK ROVINJ – MOK MARSONIA
"Vrijeme početka: nedjelja, 25. listopada 2020. u 17,00","1. set: 25:19
     2. set: 28:26
     3. set: 25:18
     ukupno: 78:63",HAOK MLADOST – MOK MARSONIA
"Vrijeme početka: petak, 12. ožujka 2021. u 19,30","1. set: 17:25
     2. set: 24:26
     3. set: 17:25
     ukupno: 58:76",OK KITRO VARAŽDIN  – HAOK MLADOST
"Vrijeme početka: srijeda, 14. travnja 2021. u 20,15","1. set: 25:20
     2. set: 25:23
     3. set: 17:25
     4. set: 24:26
     5. set: 15:8
     ukupno: 106:102",OK RIBOLA KAŠTELA – HAOK MLADOST
"Vrijeme početka: subota, 3. travnja 2021. u 19,00","1. set: 25:13
     2. set: 20:25
     3. set: 25:21
     4. set: 25:22
     ukupno: 95:81",OK ROVINJ – MOK RIJEKA
"Vrijeme početka: nedjelja, 13. prosinca 2020. u 18,00","1. set: 25:23
     2. set: 32:30
     3. set: 24:26
     4. set: 25:23
     ukupno: 106:102",MOK MURSA - OSIJEK – HAOK MLADOST
"Vrijeme početka: nedjelja, 25. listopada 2020. u 18,00","1. set: 25:13
     2. set: 26:24
     3. set: 19:25
     4. set: 18:25
     5. set: 13:15
     ukupno: 101:102",OK KITRO VARAŽDIN  – OKM CENTROMETAL
"Vrijeme početka: petak, 11. prosinca 2020. u 19,00","1. set: 20:25
     2. set: 25:18
     3. set: 13:25
     4. set: 23:25
     ukupno: 81:93",OK KITRO VARAŽDIN  – OK SPLIT
"Vrijeme početka: subota, 3. travnja 2021. u 17,30","1. set: 25:19
     2. set: 25:17
     3. set: 25:22
     ukupno: 75:58",HAOK MLADOST – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 10. travnja 2021. u 17,00","1. set: 27:25
     2. set: 18:25
     3. set: 12:25
     4. set: 23:25
     ukupno: 80:100",MOK MURSA - OSIJEK – OK SPLIT
"Vrijeme početka: petak, 19. ožujka 2021. u 19,00","1. set: 11:25
     2. set: 15:25
     3. set: 11:25
     ukupno: 37:75",OK SISAK – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 3. listopada 2020. u 18,00","1. set: 25:23
     2. set: 23:25
     3. set: 25:19
     4. set: 23:25
     5. set: 20:22
     ukupno: 116:114",OK RIBOLA KAŠTELA – OK KITRO VARAŽDIN
"Vrijeme početka: nedjelja, 14. veljače 2021. u 15,00","1. set: 25:23
     2. set: 25:11
     3. set: 25:17
     ukupno: 75:51",OK SPLIT – OK ROVINJ
"Vrijeme početka: nedjelja, 14. ožujka 2021. u 16,00","1. set: 25:11
     2. set: 25:9
     3. set: 25:12
     ukupno: 75:32",MOK MURSA - OSIJEK – OK SISAK
"Vrijeme početka: subota, 13. veljače 2021. u 17,00","1. set: 12:25
     2. set: 11:25
     3. set: 10:25
     ukupno: 33:75",OKM CENTROMETAL – HAOK MLADOST
"Vrijeme početka: subota, 14. studenog 2020. u 19,00","1. set: 29:27
     2. set: 22:25
     3. set: 25:23
     4. set: 25:16
     ukupno: 101:91",MOK MURSA - OSIJEK – OK SPLIT
"Vrijeme početka: subota, 24. listopada 2020. u 19,00","1. set: 25:27
     2. set: 26:28
     3. set: 14:25
     ukupno: 65:80",OK SISAK – OK SPLIT
"Vrijeme početka: subota, 9. siječnja 2021. u 17,00","1. set: 25:9
     2. set: 25:18
     3. set: 25:16
     ukupno: 75:43",OKM CENTROMETAL – OK ZADAR
"Vrijeme početka: subota, 19. prosinca 2020. u 18,00","1. set: 23:25
     2. set: 28:30
     3. set: 17:25
     ukupno: 68:80",OK SPLIT – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 27. ožujka 2021. u 20,00","1. set: 25:22
     2. set: 29:31
     3. set: 25:20
     4. set: 18:25
     5. set: 15:10
     ukupno: 112:108",MOK MURSA - OSIJEK – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 23. siječnja 2021. u 18,00","1. set: 25:11
     2. set: 21:25
     3. set: 15:25
     4. set: 22:25
     ukupno: 83:86",MOK RIJEKA – OK ZADAR
"Vrijeme početka: subota, 17. listopada 2020. u 19,00","1. set: 25:20
     2. set: 25:15
     3. set: 27:25
     ukupno: 77:60",MOK MURSA - OSIJEK – MOK RIJEKA
"Vrijeme početka: subota, 3. listopada 2020. u 19,00","1. set: 25:17
     2. set: 20:25
     3. set: 25:19
     4. set: 25:18
     ukupno: 95:79",OK SISAK – OK ROVINJ
"Vrijeme početka: subota, 13. veljače 2021. u 17,00","1. set: 25:16
     2. set: 20:25
     3. set: 25:21
     4. set: 14:25
     5. set: 11:15
     ukupno: 95:102",OK SISAK – OK ZADAR
"Vrijeme početka: subota, 10. travnja 2021. u 16,00","1. set: 25:22
     2. set: 11:25
     3. set: 21:25
     4. set: 25:22
     5. set: 7:15
     ukupno: 89:109",OK ZADAR – OK KITRO VARAŽDIN
"Vrijeme početka: četvrtak, 11. veljače 2021. u 18,00","1. set: 16:25
     2. set: 15:25
     3. set: 22:25
     ukupno: 53:75",MOK MARSONIA – OK SPLIT
"Vrijeme početka: subota, 19. rujna 2020. u 18,00","1. set: 15:25
     2. set: 25:22
     3. set: 20:25
     4. set: 21:25
     ukupno: 81:97",OK ZADAR – MOK RIJEKA
"Vrijeme početka: subota, 27. veljače 2021. u 18,00","1. set: 25:18
     2. set: 25:16
     3. set: 25:23
     ukupno: 75:57",OKM CENTROMETAL – OK KITRO VARAŽDIN
"Vrijeme početka: subota, 12. prosinca 2020. u 17,00","1. set: 27:29
     2. set: 21:25
     3. set: 26:28
     ukupno: 74:82",OKM CENTROMETAL – OK SPLIT
"Vrijeme početka: nedjelja, 31. siječnja 2021. u 18,00","1. set: 15:25
     2. set: 21:25
     3. set: 17:25
     ukupno: 53:75",MOK MARSONIA – HAOK MLADOST
"Vrijeme početka: nedjelja, 28. ožujka 2021. u 15,00","1. set: 24:26
     2. set: 26:24
     3. set: 25:23
     4. set: 24:26
     5. set: 10:15
     ukupno: 109:114",MOK MARSONIA – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 30. siječnja 2021. u 18,00","1. set: 25:12
     2. set: 25:12
     3. set: 25:16
     ukupno: 75:40",MOK MURSA - OSIJEK – OKM CENTROMETAL
"Vrijeme početka: subota, 10. listopada 2020. u 18,00","1. set: 25:19
     2. set: 25:15
     3. set: 25:20
     ukupno: 75:54",HAOK MLADOST – OKM CENTROMETAL
"Vrijeme početka: nedjelja, 6. prosinca 2020. u 18,00","1. set: 25:23
     2. set: 25:20
     3. set: 25:16
     ukupno: 75:59",OK SPLIT – MOK MARSONIA
"Vrijeme početka: subota, 6. ožujka 2021. u 16,00","1. set: 9:25
     2. set: 20:25
     3. set: 17:25
     ukupno: 46:75",OK ZADAR – MOK MURSA - OSIJEK
"Vrijeme početka: nedjelja, 8. studenog 2020. u 15,30","1. set: 16:25
     2. set: 15:25
     3. set: 27:25
     4. set: 28:26
     5. set: 9:15
     ukupno: 95:116",OK ZADAR – MOK MARSONIA
"Vrijeme početka: subota, 23. siječnja 2021. u 17,00","1. set: 27:25
     2. set: 22:25
     3. set: 23:25
     4. set: 22:25
     ukupno: 94:100",OKM CENTROMETAL – OK RIBOLA KAŠTELA
"Vrijeme početka: nedjelja, 15. studenog 2020. u 17,30","1. set: 23:25
     2. set: 21:25
     3. set: 17:25
     ukupno: 61:75",OK RIBOLA KAŠTELA – HAOK MLADOST
"Vrijeme početka: subota, 17. listopada 2020. u 19,00","1. set: 22:25
     2. set: 23:25
     3. set: 25:27
     ukupno: 70:77",MOK MARSONIA – OK KITRO VARAŽDIN
"Vrijeme početka: subota, 30. siječnja 2021. u 16,00","1. set: 25:21
     2. set: 25:18
     3. set: 25:20
     ukupno: 75:59",OK SPLIT – OK KITRO VARAŽDIN
"Vrijeme početka: četvrtak, 19. studenog 2020. u 17,00","1. set: 25:21
     2. set: 25:13
     3. set: 25:17
     ukupno: 75:51",HAOK MLADOST – OK KITRO VARAŽDIN
"Vrijeme početka: nedjelja, 25. listopada 2020. u 18,00","1. set: 15:25
     2. set: 15:25
     3. set: 14:25
     ukupno: 44:75",OK ROVINJ – MOK MURSA - OSIJEK
"Vrijeme početka: nedjelja, 14. veljače 2021. u 15,00","1. set: 25:23
     2. set: 25:17
     3. set: 30:28
     ukupno: 80:68",MOK MARSONIA – OK ZADAR
"Vrijeme početka: srijeda, 23. rujna 2020. u 20,00","1. set: 25:0
     2. set: 25:0
     3. set: 25:0
     ukupno: 75:0",OK KITRO VARAŽDIN  – OK SISAK
"Vrijeme početka: subota, 6. ožujka 2021. u 17,30","1. set: 25:19
     2. set: 22:25
     3. set: 25:14
     4. set: 25:12
     ukupno: 97:70",HAOK MLADOST – OK SPLIT
"Vrijeme početka: srijeda, 14. travnja 2021. u 19,00","1. set: 25:21
     2. set: 18:25
     3. set: 25:23
     4. set: 22:25
     5. set: 14:16
     ukupno: 104:110",OK SPLIT – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 20. veljače 2021. u 16,00","1. set: 10:25
     2. set: 14:25
     3. set: 29:31
     ukupno: 53:81",OK ZADAR – OK SPLIT
"Vrijeme početka: subota, 27. veljače 2021. u 16,00","1. set: 25:19
     2. set: 25:11
     3. set: 25:16
     ukupno: 75:46",OK SPLIT – OK SISAK
"Vrijeme početka: subota, 20. veljače 2021. u 17,00","1. set: 25:16
     2. set: 25:13
     3. set: 25:12
     ukupno: 75:41",HAOK MLADOST – OK SISAK
"Vrijeme početka: subota, 6. veljače 2021. u 17,00","1. set: 10:25
     2. set: 16:25
     3. set: 22:25
     ukupno: 48:75",MOK RIJEKA – OK SPLIT
"Vrijeme početka: srijeda, 13. siječnja 2021. u 18,00","1. set: 25:21
     2. set: 25:15
     3. set: 25:14
     ukupno: 75:50",OK KITRO VARAŽDIN  – OK ZADAR
"Vrijeme početka: subota, 7. studenog 2020. u 18,00","1. set: 24:26
     2. set: 25:19
     3. set: 22:25
     4. set: 25:27
     ukupno: 96:97",OK ROVINJ – OKM CENTROMETAL
"Vrijeme početka: utorak, 13. listopada 2020. u 18,00","1. set: 25:11
     2. set: 25:11
     3. set: 25:7
     ukupno: 75:29",HAOK MLADOST – OK ZADAR
"Vrijeme početka: četvrtak, 10. prosinca 2020. u 19,00","1. set: 19:25
     2. set: 13:25
     3. set: 18:25
     ukupno: 50:75",OK SISAK – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 6. ožujka 2021. u 17,00","1. set: 18:25
     2. set: 14:25
     3. set: 12:25
     ukupno: 44:75",MOK RIJEKA – OKM CENTROMETAL
"Vrijeme početka: subota, 30. siječnja 2021. u 18,00","1. set: 23:25
     2. set: 24:26
     3. set: 25:23
     4. set: 25:18
     5. set: 11:15
     ukupno: 108:107",OK ROVINJ – OK ZADAR
"Vrijeme početka: subota, 17. travnja 2021. u 16,30","1. set: 25:18
     2. set: 25:19
     3. set: 25:15
     ukupno: 75:52",HAOK MLADOST – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 26. rujna 2020. u 18,00","1. set: 25:21
     2. set: 25:18
     3. set: 18:25
     4. set: 23:25
     5. set: 16:14
     ukupno: 107:103",MOK RIJEKA – OK SISAK
"Vrijeme početka: subota, 20. ožujka 2021. u 17,00","1. set: 22:25
     2. set: 18:25
     3. set: 25:27
     ukupno: 65:77",OK SISAK – MOK MARSONIA
"Vrijeme početka: subota, 10. listopada 2020. u 18,00","1. set: 20:25
     2. set: 25:21
     3. set: 18:25
     4. set: 25:16
     5. set: 15:10
     ukupno: 103:97",MOK RIJEKA – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 31. listopada 2020. u 16,30","1. set: 25:9
     2. set: 25:17
     3. set: 25:13
     ukupno: 75:39",MOK MURSA - OSIJEK – OK ZADAR
"Vrijeme početka: subota, 20. ožujka 2021. u 17,00","1. set: 17:25
     2. set: 22:25
     3. set: 22:25
     ukupno: 61:75",OK SPLIT – MOK MURSA - OSIJEK
"Vrijeme početka: nedjelja, 24. siječnja 2021. u 16,00","1. set: 23:25
     2. set: 15:25
     3. set: 16:25
     ukupno: 54:75",OK SISAK – OK KITRO VARAŽDIN
"Vrijeme početka: subota, 13. veljače 2021. u 18,00","1. set: 25:13
     2. set: 25:18
     3. set: 25:13
     ukupno: 75:44",OK RIBOLA KAŠTELA – MOK RIJEKA
"Vrijeme početka: subota, 6. veljače 2021. u 17,00","1. set: 0:25
     2. set: 0:25
     3. set: 0:25
     ukupno: 0:75",OK ZADAR – HAOK MLADOST
"Vrijeme početka: subota, 31. listopada 2020. u 19,00","1. set: 31:33
     2. set: 23:25
     3. set: 21:25
     ukupno: 75:83",OK SPLIT – HAOK MLADOST
"Vrijeme početka: subota, 26. rujna 2020. u 18,00","1. set: 13:25
     2. set: 14:25
     3. set: 17:25
     ukupno: 44:75",OKM CENTROMETAL – MOK MURSA - OSIJEK
"Vrijeme početka: srijeda, 21. travnja 2021. u 17,00","1. set: 25:9
     2. set: 25:20
     3. set: 25:22
     ukupno: 75:51",HAOK MLADOST – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 6. veljače 2021. u 17,00","1. set: 12:25
     2. set: 25:20
     3. set: 25:16
     4. set: 25:18
     ukupno: 87:79",OK ROVINJ – OK SISAK
"Vrijeme početka: subota, 3. listopada 2020. u 19,00","1. set: 25:13
     2. set: 19:25
     3. set: 18:25
     4. set: 23:25
     ukupno: 85:88",OK SPLIT – MOK RIJEKA
"Vrijeme početka: nedjelja, 27. rujna 2020. u 17,00","1. set: 14:25
     2. set: 25:21
     3. set: 25:12
     4. set: 17:25
     5. set: 16:14
     ukupno: 97:97",OK ZADAR – OK ROVINJ
"Vrijeme početka: subota, 19. rujna 2020. u 17,00","1. set: 25:14
     2. set: 25:13
     3. set: 25:12
     ukupno: 75:39",HAOK MLADOST – OK ROVINJ
"Vrijeme početka: subota, 20. ožujka 2021. u 17,30","1. set: 25:17
     2. set: 25:17
     3. set: 25:19
     ukupno: 75:53",HAOK MLADOST – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 28. studenog 2020. u 19,15","1. set: 25:16
     2. set: 25:19
     3. set: 25:13
     ukupno: 75:48",OK RIBOLA KAŠTELA – MOK MARSONIA
"Vrijeme početka: subota, 27. ožujka 2021. u 16,00","1. set: 25:15
     2. set: 26:24
     3. set: 25:19
     ukupno: 76:58",OKM CENTROMETAL – OK ROVINJ
"Vrijeme početka: subota, 24. listopada 2020. u 19,00","1. set: 9:25
     2. set: 23:25
     3. set: 14:25
     ukupno: 46:75",OK ZADAR – OK RIBOLA KAŠTELA
"Vrijeme početka: nedjelja, 20. prosinca 2020. u 17,30","1. set: 25:21
     2. set: 19:25
     3. set: 24:26
     4. set: 16:25
     ukupno: 84:97",OK RIBOLA KAŠTELA – MOK MURSA - OSIJEK
"Vrijeme početka: subota, 19. rujna 2020. u 18,00","1. set: 25:19
     2. set: 19:25
     3. set: 28:30
     4. set: 25:17
     5. set: 15:13
     ukupno: 112:104",OK RIBOLA KAŠTELA – OKM CENTROMETAL
"Vrijeme početka: subota, 17. listopada 2020. u 19,00","1. set: 13:25
     2. set: 14:25
     3. set: 21:25
     ukupno: 48:75",OK SISAK – HAOK MLADOST
"Vrijeme početka: subota, 10. listopada 2020. u 19,00","1. set: 19:25
     2. set: 22:25
     3. set: 13:25
     ukupno: 54:75",OK ROVINJ – OK SPLIT
"Vrijeme početka: subota, 31. listopada 2020. u 18,00","1. set: 25:23
     2. set: 22:25
     3. set: 20:25
     4. set: 25:23
     5. set: 15:11
     ukupno: 107:107",OKM CENTROMETAL – MOK RIJEKA
"Vrijeme početka: subota, 19. rujna 2020. u 20,00","1. set: 25:14
     2. set: 29:27
     3. set: 25:17
     ukupno: 79:58",MOK MURSA - OSIJEK – MOK MARSONIA
"Vrijeme početka: srijeda, 18. studenog 2020. u 19,00","1. set: 25:16
     2. set: 25:19
     3. set: 25:13
     ukupno: 75:48",OK RIBOLA KAŠTELA – OK SISAK
"Vrijeme početka: subota, 6. veljače 2021. u 17,00","1. set: 25:15
     2. set: 21:25
     3. set: 25:21
     4. set: 25:13
     ukupno: 96:74",OKM CENTROMETAL – MOK MARSONIA
"Vrijeme početka: subota, 23. siječnja 2021. u 18,00","1. set: 19:25
     2. set: 16:25
     3. set: 14:23
     ukupno: 49:73",OK ROVINJ – HAOK MLADOST
"Vrijeme početka: subota, 28. studenog 2020. u 18,00","1. set: 19:25
     2. set: 13:25
     3. set: 23:25
     ukupno: 55:75",OK ROVINJ – OK KITRO VARAŽDIN
"Vrijeme početka: subota, 14. studenog 2020. u 20,00","1. set: 26:24
     2. set: 21:25
     3. set: 25:20
     4. set: 25:23
     ukupno: 97:92",MOK MARSONIA – OK SISAK
"Vrijeme početka: subota, 27. veljače 2021. u 14,00","1. set: 25:17
     2. set: 25:11
     3. set: 25:23
     ukupno: 75:51",MOK MURSA - OSIJEK – OK ROVINJ
"Vrijeme početka: subota, 17. travnja 2021. u 17,00","1. set: 21:25
     2. set: 21:25
     3. set: 25:17
     4. set: 25:21
     5. set: 20:18
     ukupno: 112:106",MOK MURSA - OSIJEK – OK SPLIT
"Vrijeme početka: nedjelja, 28. ožujka 2021. u 16,00","1. set: 25:14
     2. set: 25:19
     3. set: 25:20
     ukupno: 75:53",OKM CENTROMETAL – OK SISAK
"Vrijeme početka: subota, 10. travnja 2021. u 16,00","1. set: 25:21
     2. set: 20:25
     3. set: 25:11
     4. set: 25:18
     ukupno: 95:75",HAOK MLADOST – OK RIBOLA KAŠTELA
"Vrijeme početka: petak, 23. listopada 2020. u 20,00","1. set: 25:23
     2. set: 25:20
     3. set: 25:18
     ukupno: 75:61",MOK RIJEKA – MOK MARSONIA
"Vrijeme početka: subota, 20. veljače 2021. u 18,00","1. set: 25:19
     2. set: 18:25
     3. set: 11:25
     4. set: 13:25
     ukupno: 67:94",OK ROVINJ – OK RIBOLA KAŠTELA
"Vrijeme početka: nedjelja, 14. ožujka 2021. u 19,45","1. set: 22:25
     2. set: 24:26
     3. set: 22:25
     ukupno: 68:76",OK RIBOLA KAŠTELA – OK SPLIT
"Vrijeme početka: subota, 13. veljače 2021. u 18,00","1. set: 25:9
     2. set: 25:14
     3. set: 25:22
     ukupno: 75:45",MOK MURSA - OSIJEK – OK KITRO VARAŽDIN
"Vrijeme početka: subota, 20. ožujka 2021. u 16,00","1. set: 25:20
     2. set: 13:25
     3. set: 18:25
     4. set: 17:25
     ukupno: 73:95",OK ZADAR – OKM CENTROMETAL
"rijeme početka: subota, 31. listopada 2020. u 19,00","1. set: 25:0
     2. set: 25:0
     3. set: 25:0
     ukupno: 75:0",MOK MARSONIA – OK ROVINJ
"Vrijeme početka: subota, 28. studenog 2020. u 17,00","1. set: 25:22
     2. set: 25:10
     3. set: 25:11
     ukupno: 75:43",HAOK MLADOST – MOK RIJEKA
"Vrijeme početka: subota, 27. veljače 2021. u 18,00","1. set: 25:20
     2. set: 23:25
     3. set: 25:17
     4. set: 26:24
     ukupno: 99:86",MOK MARSONIA – MOK RIJEKA
"Vrijeme početka: subota, 6. veljače 2021. u 18,00","1. set: 18:25
     2. set: 22:25
     3. set: 17:25
     ukupno: 57:75",OK KITRO VARAŽDIN  – OK RIBOLA KAŠTELA
"Vrijeme početka: subota, 27. veljače 2021. u 16,45","1. set: 25:21
     2. set: 25:16
     3. set: 25:6
     ukupno: 75:43",OK RIBOLA KAŠTELA – OK ZADAR
"Vrijeme početka: subota, 14. studenog 2020. u 18,30","1. set: 25:17
     2. set: 17:25
     3. set: 21:25
     4. set: 25:19
     5. set: 17:15
     ukupno: 105:101",OK KITRO VARAŽDIN  – MOK RIJEKA
"Vrijeme početka: subota, 24. travnja 2021. u 18,00","1. set: 25:14
     2. set: 28:26
     3. set: 25:18
     ukupno: 78:58",MOK MURSA - OSIJEK – HAOK MLADOST
"Vrijeme početka: subota, 10. listopada 2020. u 18,30","1. set: 19:25
     2. set: 25:20
     3. set: 25:21
     4. set: 23:25
     5. set: 8:15
     ukupno: 100:106",OK KITRO VARAŽDIN  – MOK MURSA - OSIJEK
"Vrijeme početka: petak, 26. ožujka 2021. u 19,00","1. set: 10:25
     2. set: 11:25
     3. set: 20:25
     ukupno: 41:75",MOK RIJEKA – HAOK MLADOST
"Vrijeme početka: subota, 16. siječnja 2021. u 17,00","1. set: 25:17
     2. set: 25:22
     3. set: 25:16
     ukupno: 75:55",OKM CENTROMETAL – OK SISAK
"Vrijeme početka: nedjelja, 31. siječnja 2021. u 13,30","1. set: 25:18
     2. set: 25:15
     3. set: 25:23
     ukupno: 75:56",OK SISAK – MOK RIJEKA
